Id,Id2,Geography,Estimate; EMPLOYMENT STATUS - Population 16 years and over,Estimate; EMPLOYMENT STATUS - Civilian labor force,Estimate; OCCUPATION - Civilian employed population 16 years and over,"Estimate; OCCUPATION - Civilian employed population 16 years and over - Management, business, science, and arts occupations",Estimate; OCCUPATION - Civilian employed population 16 years and over - Service occupations,Estimate; OCCUPATION - Civilian employed population 16 years and over - Sales and office occupations,"Estimate; OCCUPATION - Civilian employed population 16 years and over - Natural resources, construction, and maintenance occupations","Estimate; OCCUPATION - Civilian employed population 16 years and over - Production, transportation, and material moving occupations",Estimate; INDUSTRY - Civilian employed population 16 years and over,"Estimate; INDUSTRY - Civilian employed population 16 years and over - Agriculture, forestry, fishing and hunting, and mining",Estimate; INDUSTRY - Civilian employed population 16 years and over - Construction,Estimate; INDUSTRY - Civilian employed population 16 years and over - Manufacturing,Estimate; INDUSTRY - Civilian employed population 16 years and over - Wholesale trade,Estimate; INDUSTRY - Civilian employed population 16 years and over - Retail trade,"Estimate; INDUSTRY - Civilian employed population 16 years and over - Transportation and warehousing, and utilities",Estimate; INDUSTRY - Civilian employed population 16 years and over - Information,"Estimate; INDUSTRY - Civilian employed population 16 years and over - Finance and insurance, and real estate and rental and leasing","Estimate; INDUSTRY - Civilian employed population 16 years and over - Professional, scientific, and management, and administrative and waste management services","Estimate; INDUSTRY - Civilian employed population 16 years and over - Educational services, and health care and social assistance","Estimate; INDUSTRY - Civilian employed population 16 years and over - Arts, entertainment, and recreation, and accommodation and food services","Estimate; INDUSTRY - Civilian employed population 16 years and over - Other services, except public administration",Estimate; INDUSTRY - Civilian employed population 16 years and over - Public administration,Estimate; INCOME AND BENEFITS (IN 2016 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months,Estimate; INCOME AND BENEFITS (IN 2016 INFLATION-ADJUSTED DOLLARS) - Per capita income (dollars),Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All people
1600000US2965000,2965000,"St. Louis city, Missouri",256102,167709,155937,61817,36915,33190,8105,15910,155937,469,5130,13451,2319,13997,8265,3608,10939,17589,45094,20032,7520,7524,27939,28794,23.8
1600000US2970000,2970000,"Springfield city, Missouri",140413,86639,81593,23561,17925,23564,7013,9530,81593,213,5186,5941,3460,10719,4008,1608,4774,9083,19418,10991,4161,2031,10269,20609,24.6
1600000US3006550,3006550,"Billings city, Montana",87350,58263,56150,18514,11333,12421,6959,6923,56150,1357,4677,3057,1902,6641,3960,289,3348,4301,13732,7270,3989,1627,3697,31506,8.6
1600000US3050200,3050200,"Missoula city, Montana",61424,45222,43062,16658,11085,9082,2585,3652,43062,789,2866,1248,1821,5087,1863,1382,1804,3767,12880,6702,1431,1422,5466,28589,19.3
1600000US3128000,3128000,"Lincoln city, Nebraska",224253,161219,155439,59955,28768,40645,10112,15959,155439,733,8601,12290,3510,18670,6484,3017,12648,16128,40381,16163,7299,9515,11243,29370,13.7
1600000US3137000,3137000,"Omaha city, Nebraska",348663,238847,227368,87502,38236,57721,17119,26790,227368,1264,16285,20547,5816,28503,14682,4888,20052,27913,52972,19855,9640,4951,21159,30163,14.4
1600000US3223770,3223770,"Enterprise CDP, Nevada",109066,77887,73551,24933,21822,18938,2827,5031,73551,68,2617,1631,1328,5991,4005,1904,4650,8459,10632,26719,3909,1638,2218,30113,7.8
1600000US3231900,3231900,"Henderson city, Nevada",237452,141463,129658,50348,26488,33054,9654,10114,129658,378,7029,3524,2860,17912,6416,1857,8102,15349,27479,26045,7026,5681,8076,35030,8.5
1600000US3240000,3240000,"Las Vegas city, Nevada",497326,307972,286883,82668,80120,72210,25076,26809,286883,901,20643,10406,6003,34141,12771,4860,16036,32535,47381,76597,14402,10207,34566,26830,15.6
1600000US3251800,3251800,"North Las Vegas city, Nevada",180615,116653,107434,26633,28903,26221,11756,13921,107434,71,8583,3664,2053,13000,7023,2381,5003,10350,15498,28496,6484,4828,12848,22138,14.2
1600000US3254600,3254600,"Paradise CDP, Nevada",199644,130960,122946,29105,41603,32663,7570,12005,122946,38,6001,3881,1245,14659,7459,2788,7613,14101,14976,41669,6060,2456,16429,24869,20.9
1600000US3260600,3260600,"Reno city, Nevada",198228,134491,126035,41066,29755,31740,9625,13849,126035,1303,7857,8965,4272,15320,8309,1976,6635,15304,21970,24135,5183,4806,13420,29693,15.1
1600000US3268400,3268400,"Sparks city, Nevada",78120,51434,48219,13725,10627,11247,5552,7068,48219,420,4292,3627,1727,6209,3283,604,1875,4636,7953,8257,3282,2054,4323,28353,9.7
1600000US3268585,3268585,"Spring Valley CDP, Nevada",167903,116746,111047,26744,35559,31947,7433,9364,111047,54,5344,3809,1019,14246,7718,1587,6392,11096,13497,39887,4110,2288,6100,27878,12.8
1600000US3271400,3271400,"Sunrise Manor CDP, Nevada",145941,93668,85569,11225,28795,22218,10982,12349,85569,105,8639,2796,1250,12100,3995,704,4172,9683,9014,25474,5831,1806,16837,17460,20.3
1600000US3345140,3345140,"Manchester city, New Hampshire",91194,62663,60104,20075,10458,15988,3643,9940,60104,108,2800,7802,1978,9013,3516,1584,3304,6549,12216,6292,2706,2236,5925,28722,14.1
1600000US3350260,3350260,"Nashua city, New Hampshire",73195,49045,47172,18020,8316,10940,4199,5697,47172,110,3738,7051,1035,5538,2043,740,2836,5818,10983,4019,1605,1656,3686,34291,9.1
1600000US3403580,3403580,"Bayonne city, New Jersey",51852,31923,29609,11806,5404,7278,1732,3389,29609,0,1482,1238,702,3434,2742,532,2850,4116,6753,2590,1500,1670,3951,32452,18.5
1600000US3410000,3410000,"Camden city, New Jersey",55033,30211,N,N,N,N,N,N,25209,0,1240,2634,1071,4537,1904,138,1345,1411,5652,3085,1302,890,9347,14696,30.5
1600000US3413690,3413690,"Clifton city, New Jersey",70398,47038,44826,16245,7447,11606,3512,6016,44826,0,2498,4271,1644,5254,2944,1473,3537,5368,10488,4571,1545,1233,3877,32227,8.6
1600000US3419390,3419390,"East Orange city, New Jersey",50284,31653,27784,7532,6819,7580,1052,4801,27784,0,572,1170,328,4413,3998,398,2029,2334,8329,1749,1487,977,5952,20957,15.7
1600000US3421000,3421000,"Elizabeth city, New Jersey",97132,68293,63057,10906,12520,14811,7284,17536,63057,0,4775,6563,2518,8997,10516,481,1667,7027,9859,4363,3805,2486,8313,18797,20.4
1600000US3436000,3436000,"Jersey City city, New Jersey",214283,145870,136778,62582,21599,29054,5601,17942,136778,243,4546,8515,3600,15375,12265,6123,17699,23286,25926,11848,4100,3252,16835,37995,17.2
1600000US3451000,3451000,"Newark city, New Jersey",222622,130501,114808,23906,33104,25699,10084,22015,114808,18,7609,7640,2828,12690,14488,2292,6667,12147,27211,10040,6579,4599,26902,18553,28.2
1600000US3456550,3456550,"Passaic city, New Jersey",49234,32032,30336,7365,6170,5851,2966,7984,30336,0,2431,6237,650,2530,1489,522,1588,3483,5999,2892,1791,724,7032,17186,31.6
1600000US3457000,3457000,"Paterson city, New Jersey",114449,67447,63596,9162,14642,14465,5768,19559,63596,182,4450,9911,2278,7901,6623,957,2018,5513,14050,4845,3718,1150,18932,18637,28.5
1600000US3473110,3473110,"Toms River CDP, New Jersey",72740,46085,44072,14806,8853,12813,3888,3712,44072,139,3876,2539,1867,6225,1972,1327,1682,3992,11962,3494,2183,2814,1767,33619,6.1
1600000US3474000,3474000,"Trenton city, New Jersey",64682,35777,30988,7799,8107,5401,4671,5010,30988,235,3974,1961,275,3086,2401,45,984,5170,6412,2710,978,2757,8272,18748,27.8
1600000US3474630,3474630,"Union City city, New Jersey",56304,39751,37521,7999,8543,7921,3219,9839,37521,0,2330,3805,2264,4991,3962,649,1970,4351,7143,3539,1886,631,5803,22277,17.3
1600000US3502000,3502000,"Albuquerque city, New Mexico",445246,283270,268505,109564,55624,66624,18170,18523,268505,2219,13193,11868,4051,31320,6607,5924,15457,42694,73807,31206,12663,17496,35070,28560,17.1
1600000US3539380,3539380,"Las Cruces city, New Mexico",81030,48029,43938,15608,11392,11309,3154,2475,43938,32,2556,754,571,4282,948,1351,2152,5366,14286,5857,2857,2926,8629,20986,25.9
1600000US3563460,3563460,"Rio Rancho city, New Mexico",76790,48064,43646,17035,7522,12915,3575,2599,43646,141,2494,1623,2025,7342,1322,687,3289,3992,10511,3668,2617,3935,3605,28778,13.6
1600000US3570500,3570500,"Santa Fe city, New Mexico",70387,43407,41235,17373,8380,9549,2641,3292,41235,269,2296,1428,218,5404,934,844,2638,5132,8177,6535,3277,4083,3178,35427,14.3
1600000US3601000,3601000,"Albany city, New York",82502,52377,48511,20351,13817,9408,1834,3101,48511,0,1556,1526,548,4066,965,1017,2111,4522,17465,5968,2744,6023,9494,25969,23.9
1600000US3608026,3608026,"Brentwood CDP, New York",48070,34027,32878,5966,8506,7800,2487,8119,32878,373,1786,5605,1627,4535,2313,519,1460,3105,6590,2543,1507,915,2239,20897,16
1600000US3611000,3611000,"Buffalo city, New York",205187,116315,106998,35087,25538,27839,4653,13881,106998,393,3151,8470,3032,11402,5340,1772,8006,11189,31626,12792,4333,5492,35849,22300,30.5
1600000US3615000,3615000,"Cheektowaga CDP, New York",60546,40120,38600,11509,6383,11946,2317,6445,38600,84,2071,4543,868,6076,2655,405,3334,3361,9216,3395,1492,1100,3866,26756,10.4
1600000US3649121,3649121,"Mount Vernon city, New York",54979,35548,33240,10821,8816,8173,2766,2664,33240,0,2434,522,1008,3849,1995,631,1888,3380,12963,1389,1765,1416,4967,30377,16.9
1600000US3650617,3650617,"New Rochelle city, New York",66077,41647,38750,17023,8221,7511,4263,1732,38750,133,4029,1878,1008,3326,845,1167,2347,5119,11073,4858,1687,1280,2759,40998,12.5
1600000US3651000,3651000,"New York city, New York",6923323,4414330,4114375,1677372,940068,900633,250174,346128,4114375,4351,205886,137851,83812,396433,259294,155320,394550,552018,1080633,460862,226980,156385,614522,35508,18.9
1600000US3663000,3663000,"Rochester city, New York",165107,102960,92841,32418,23043,23015,3817,10548,92841,96,3296,8580,1431,11325,3871,1828,3543,9650,33727,9827,3820,1847,28790,21013,32.3
1600000US3665508,3665508,"Schenectady city, New York",52033,31845,29019,9034,6474,7866,1569,4076,29019,0,959,1480,237,6143,1644,587,1066,2462,8943,2255,1368,1875,5443,22096,17.2
1600000US3673000,3673000,"Syracuse city, New York",117352,66165,60234,23254,13391,14240,3017,6332,60234,123,2123,3795,1012,7407,2610,1486,3130,5895,19935,7634,2953,2131,17401,22202,32.1
1600000US3684000,3684000,"Yonkers city, New York",164521,103758,95347,32924,21358,24819,6503,9743,95347,118,5791,4215,1963,11992,5269,2079,6800,8651,28780,9839,5704,4146,11188,32080,15.5
1600000US3702140,3702140,"Asheville city, North Carolina",76077,47887,45704,18135,10428,9631,2726,4784,45704,279,1714,3563,535,5640,903,491,1892,5386,12842,9056,2516,887,3967,28146,15.6
1600000US3710740,3710740,"Cary town, North Carolina",125300,87216,83848,52170,8275,16925,3006,3472,83848,559,3069,9027,2129,6100,2457,3020,7113,20829,16972,4852,4605,3116,2690,46035,4.4
1600000US3712000,3712000,"Charlotte city, North Carolina",658524,471928,446387,188820,73461,108956,29636,45514,446387,440,25922,32111,14410,49421,27751,11652,63594,63767,77870,45361,24974,9114,33751,34461,13.4
1600000US3714100,3714100,"Concord city, North Carolina",69454,48215,44819,19112,7726,10913,2915,4153,44819,34,2272,5519,1827,5871,1765,851,4593,3309,10260,5010,1763,1745,2680,30214,15.5
1600000US3719000,3719000,"Durham city, North Carolina",209193,148450,140790,65944,23261,28421,11920,11244,140790,428,9898,9025,2275,13693,4736,2211,8202,19175,45366,12760,8442,4579,13749,30850,17.1
1600000US3722920,3722920,"Fayetteville city, North Carolina",161120,85097,76546,24773,19002,18710,5412,8649,76546,134,3383,4521,1289,11196,2001,1568,2720,6289,22936,8602,4216,7691,14413,22749,20.5
1600000US3725580,3725580,"Gastonia city, North Carolina",59185,38100,35192,12683,6439,7454,2810,5806,35192,199,2325,4330,1612,4180,2228,385,2088,2836,7981,3943,1842,1243,5455,31468,18.3
1600000US3728000,3728000,"Greensboro city, North Carolina",229532,147970,137347,52757,24779,34369,7774,17668,137347,534,5306,15812,4806,18263,6732,2041,10053,12484,35256,15872,7172,3016,19121,27563,22.8
1600000US3728080,3728080,"Greenville city, North Carolina",75955,45556,42002,17359,8128,8148,2764,5603,42002,497,1743,4260,433,4083,1887,965,2256,2789,14047,6335,1847,860,6199,24887,30.3
1600000US3731400,3731400,"High Point city, North Carolina",89937,54600,51370,18309,7695,13490,3090,8786,51370,97,2005,8554,2139,7031,2658,622,3611,4054,11059,4605,2841,2094,10244,24160,20.2
1600000US3734200,3734200,"Jacksonville city, North Carolina",52387,20403,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2923,19639,11.1
1600000US3755000,3755000,"Raleigh city, North Carolina",375916,269312,257189,124748,40330,60198,13054,18859,257189,575,11950,17171,4518,26617,9379,7436,20415,45986,54538,31195,13925,13484,14638,37866,12.1
1600000US3774440,3774440,"Wilmington city, North Carolina",97874,58305,55458,21995,13867,12465,2507,4624,55458,174,1980,3419,1064,7358,2028,1745,4137,5795,13320,9140,3705,1593,6878,28848,24.7
1600000US3775000,3775000,"Winston-Salem city, North Carolina",190875,115435,107849,41088,19841,24500,7785,14635,107849,210,5446,12703,3676,15690,3427,1300,7532,10295,28240,11076,5911,2343,13136,27789,21.8
1600000US3807200,3807200,"Bismarck city, North Dakota",55821,39097,38235,15370,7113,8472,3020,4260,38235,863,2472,1712,1903,4650,2362,702,1671,3404,11001,2190,1824,3481,1315,34686,7.7
1600000US3825700,3825700,"Fargo city, North Dakota",97735,72972,69857,29528,12231,16683,4567,6848,69857,399,3775,5071,2158,8867,2330,1053,8181,7028,17970,8462,3215,1348,4783,32732,13.8
1600000US3901000,3901000,"Akron city, Ohio",160178,98691,90374,26117,21131,23014,5437,14675,90374,307,3210,13049,2669,10834,5004,1535,3213,8850,24087,10827,4597,2192,19739,21852,23.7
1600000US3912000,3912000,"Canton city, Ohio",56336,34520,30364,7245,7432,6715,3079,5893,30364,297,1899,5106,958,3404,1700,530,1152,3065,6646,3515,1656,436,7912,18265,31.5
1600000US3915000,3915000,"Cincinnati city, Ohio",238186,159226,144223,59174,30112,29913,6238,18786,144223,145,4897,14200,2724,14169,7223,2572,11077,20311,36948,18960,7280,3717,29328,28465,26
1600000US3916000,3916000,"Cleveland city, Ohio",309115,182372,156956,40171,42079,34364,10852,29490,156956,242,7084,23755,2622,16018,7641,2590,8619,13586,39657,20637,7497,7008,59606,19137,35
1600000US3918000,3918000,"Columbus city, Ohio",682539,482258,452552,181741,79291,111526,21807,58187,452552,938,17733,33804,11148,58968,28824,10494,45337,53744,111170,44848,18868,16676,54297,26573,21
1600000US3921000,3921000,"Dayton city, Ohio",113605,66648,59358,16886,15860,12428,4322,9862,59358,0,2993,7148,830,5380,4008,1288,2569,5846,14485,8242,3246,3323,16163,19726,32
1600000US3944856,3944856,"Lorain city, Ohio",49870,30403,27013,6969,5368,5425,2897,6354,27013,800,1786,4681,923,2565,1725,295,1307,1574,5796,2871,1508,1182,7068,22107,22.9
1600000US3961000,3961000,"Parma city, Ohio",66240,44767,42028,14949,7154,10626,2738,6561,42028,42,1286,5894,1542,5208,2098,894,2981,4019,10036,4108,1791,2129,4082,26604,8.6
1600000US3977000,3977000,"Toledo city, Ohio",221140,137361,124666,34239,29145,31207,7983,22092,124666,424,5910,18620,3481,16814,5837,1254,5423,10467,30712,16900,5542,3282,30445,21147,26.3
1600000US3988000,3988000,"Youngstown city, Ohio",53078,26942,23112,5159,5601,6426,1856,4070,23112,0,535,3122,692,3801,1028,625,1016,1680,6299,2622,1100,592,9739,18169,35.2
1600000US4009050,4009050,"Broken Arrow city, Oklahoma",85350,59152,57030,23609,7044,15673,4556,6148,57030,1134,3287,6295,2033,6897,3075,1856,3885,5770,13197,4423,3485,1693,2593,30561,8.6
1600000US4023200,4023200,"Edmond city, Oklahoma",68993,45160,43911,21559,6971,10118,2348,2915,43911,1910,2026,2032,1213,4788,1327,1018,4244,4300,10616,4879,2920,2638,1758,40550,10.6
1600000US4041850,4041850,"Lawton city, Oklahoma",74390,40684,37858,11390,8402,8921,2148,6997,37858,347,1294,3605,335,5300,2418,308,1666,3068,8764,6104,2016,2633,6198,24517,17.5
1600000US4052500,4052500,"Norman city, Oklahoma",102810,64883,60838,26422,11402,15663,3319,4032,60838,851,3138,4009,858,6038,1433,1531,2162,6283,18712,8171,3955,3697,4509,28562,19.5
1600000US4055000,4055000,"Oklahoma City city, Oklahoma",491160,324342,306807,111265,52240,78910,31963,32429,306807,9077,25865,23113,8778,38884,12284,5020,18956,32929,59915,33325,16424,22237,33035,28100,16.8
1600000US4075000,4075000,"Tulsa city, Oklahoma",311844,204679,190335,67412,33195,48166,18216,23346,190335,3702,14461,20510,5970,22715,8425,4822,12366,20995,40338,21174,9472,5385,26500,28072,20.5
1600000US4105350,4105350,"Beaverton city, Oregon",82883,56820,52569,22255,8611,14891,3810,3002,52569,182,3290,5417,2117,6804,1767,1221,3828,7372,10149,5441,3229,1752,5216,34414,9.6
1600000US4105800,4105800,"Bend city, Oregon",74620,49616,47234,16703,9669,12995,2652,5215,47234,429,3059,2675,1315,8462,1762,2140,3351,4896,9178,6649,2408,910,5518,30751,10.4
1600000US4123850,4123850,"Eugene city, Oregon",141772,88019,81460,32415,15436,21348,4005,8256,81460,751,2645,6433,2086,12384,2663,1711,4807,9371,24774,8874,2685,2276,14144,27363,21.6
1600000US4131250,4131250,"Gresham city, Oregon",88413,58175,55082,16839,11175,13298,5817,7953,55082,1862,4290,5519,2034,6829,4501,1263,3507,5426,11853,4585,1709,1704,7917,25891,15.6
1600000US4134100,4134100,"Hillsboro city, Oregon",80304,57291,54896,25071,9171,9678,5151,5825,54896,1058,3904,13665,1212,4082,758,1191,2915,7960,8669,5287,2434,1761,3992,32296,10.4
1600000US4147000,4147000,"Medford city, Oregon",64707,40433,38620,11932,8014,9978,3519,5177,38620,1121,1697,3695,1145,5928,1107,827,2174,3328,8399,5546,1673,1980,7854,27739,13.3
1600000US4159000,4159000,"Portland city, Oregon",535200,371294,352809,177098,53315,73967,15998,32431,352809,1906,13206,32062,11104,38053,16788,9323,21261,54579,86060,39290,16142,13035,44365,37513,14.7
1600000US4164900,4164900,"Salem city, Oregon",133923,82958,77656,27357,14769,18344,7507,9679,77656,3215,3701,5119,1607,8995,3526,950,5320,8521,18209,7553,3554,7386,11456,25770,14.9
1600000US4202000,4202000,"Allentown city, Pennsylvania",89940,55838,50444,11143,12894,11524,3278,11605,50444,385,2156,7870,3012,4671,4225,669,2121,6785,11776,4975,834,965,13641,18507,30.2
1600000US4206088,4206088,"Bethlehem city, Pennsylvania",63486,39474,37540,14599,8667,7462,1975,4837,37540,164,1485,3667,985,3780,1333,989,1800,3472,11169,4478,2838,1380,5463,26096,18.1
1600000US4224000,4224000,"Erie city, Pennsylvania",77635,45593,41033,10587,11379,9881,2550,6636,41033,248,1750,7734,845,3800,1347,918,2199,2213,10819,6191,1952,1017,11832,19435,27.3
1600000US4260000,4260000,"Philadelphia city, Pennsylvania",1259066,750652,678752,263251,154815,145435,44330,70921,678752,2789,31881,44313,14166,62654,39816,14141,46745,73811,213008,63165,34638,37625,149466,24685,25.7
1600000US4261000,4261000,"Pittsburgh city, Pennsylvania",262207,166685,155859,78705,31309,29607,7715,8523,155859,912,5352,7624,3093,14140,4492,3613,13694,20460,52325,17510,7372,5272,22342,30244,19.2
1600000US4263624,4263624,"Reading city, Pennsylvania",65697,37545,32617,3970,9253,6732,2093,10569,32617,823,686,8067,508,4867,1601,95,1124,2308,6472,3668,1741,657,12003,13652,36.8
1600000US4269000,4269000,"Scranton city, Pennsylvania",62966,35442,33294,10796,6217,8349,2869,5063,33294,227,2072,3214,1130,4709,1857,646,1838,2480,8379,3218,2002,1522,7891,21322,24.5
1600000US4419180,4419180,"Cranston city, Rhode Island",68668,43222,41103,17982,7683,9940,1865,3633,41103,302,1405,5077,592,5464,1016,823,2411,4355,12650,2941,2135,1932,2960,32011,6
1600000US4454640,4454640,"Pawtucket city, Rhode Island",58640,38896,35711,9749,8652,8203,2609,6498,35711,66,1115,5293,224,5978,1160,417,2464,2985,9786,4311,1097,815,6321,26192,15.6
1600000US4459000,4459000,"Providence city, Rhode Island",142773,88942,81536,30777,20541,16291,3952,9975,81536,78,2429,9331,1484,10303,3224,1617,5074,9447,24197,8910,3557,1885,18326,23911,24.7
1600000US4474300,4474300,"Warwick city, Rhode Island",69566,43997,42283,17672,7325,10143,3030,4113,42283,188,1940,3619,1537,4683,2137,727,2879,4482,13062,4251,985,1793,4889,37017,8.6
1600000US4513330,4513330,"Charleston city, South Carolina",117783,78483,75005,34980,14183,17314,2774,5754,75005,81,2366,4882,1598,7871,3636,1783,4868,10699,18382,10900,5377,2562,4559,39960,15.2
1600000US4516000,4516000,"Columbia city, South Carolina",115529,65121,60590,23487,10237,15882,3066,7918,60590,119,2076,3357,1110,8834,2487,799,4973,6698,14424,8120,3354,4239,7922,28345,19.9
1600000US4530850,4530850,"Greenville city, South Carolina",54367,36597,34944,17186,5411,8188,728,3431,34944,0,1168,5034,856,3582,809,1072,2303,6049,8150,3608,1969,344,3361,37804,10.8
1600000US4548535,4548535,"Mount Pleasant town, South Carolina",64615,43002,42687,23000,4166,11732,1460,2329,42687,0,1894,3226,983,4677,1562,1409,5418,8112,7695,3922,1869,1920,529,50830,4.2
1600000US4550875,4550875,"North Charleston city, South Carolina",87696,52924,49878,15854,10046,12629,4824,6525,49878,19,4722,3614,636,6940,2950,1814,1921,6406,9236,5703,3096,2821,7952,21073,25.8
1600000US4561405,4561405,"Rock Hill city, South Carolina",56609,38113,34999,10532,6386,9127,2747,6207,34999,262,1884,5629,1277,4613,1402,706,2091,3476,6427,4577,1904,751,4257,22528,20.4
1600000US4652980,4652980,"Rapid City city, South Dakota",58144,36222,33286,11606,7453,8150,2985,3092,33286,469,2773,2395,798,4188,1555,313,2234,2875,7491,4225,2050,1920,4312,26753,18.2
1600000US4659020,4659020,"Sioux Falls city, South Dakota",133814,99531,96911,37190,14615,24189,8446,12471,96911,1013,7804,9972,2918,12466,2604,1831,10299,8467,25165,8172,3655,2545,6280,31988,10.3
1600000US4714000,4714000,"Chattanooga city, Tennessee",146302,86845,81941,28825,14846,21500,4882,11888,81941,227,3387,11190,1312,9511,5346,1660,7592,7545,16273,10289,4908,2701,11981,27135,20.2
1600000US4715160,4715160,"Clarksville city, Tennessee",113692,62529,57662,13800,11560,16848,4576,10878,57662,94,4032,8325,982,8250,3268,269,2081,5958,10341,6587,2281,5194,6925,23392,14.8
1600000US4727740,4727740,"Franklin city, Tennessee",58803,40742,39315,20389,5567,8527,2202,2630,39315,471,1759,2286,650,4746,914,1769,3667,6493,7532,5588,2448,992,1173,42977,10.1
1600000US4737640,4737640,"Jackson city, Tennessee",53469,27899,25915,8361,5882,4994,1889,4789,25915,0,1524,3621,603,3396,979,109,1164,2728,7447,1622,1764,958,5768,22631,21.7
1600000US4738320,4738320,"Johnson City city, Tennessee",56554,34689,32365,13649,6133,7414,1926,3243,32365,61,1218,3027,813,3903,1474,431,1009,4085,9547,3996,1969,832,5181,26870,19.3
1600000US4740000,4740000,"Knoxville city, Tennessee",155110,102266,96753,35019,20909,25512,5545,9768,96753,635,4144,5592,2294,15283,4745,2254,4366,10811,25338,13822,4776,2693,14606,22941,25.4
1600000US4748000,4748000,"Memphis city, Tennessee",505437,318168,291165,89283,57249,74825,19208,50600,291165,159,13137,24894,9937,34770,37070,4576,14628,31741,62088,29508,15574,13083,54253,23509,26.9
1600000US4751560,4751560,"Murfreesboro city, Tennessee",105363,75635,71842,26608,12630,21542,2780,8282,71842,0,2450,7427,2245,12280,3393,2433,5268,5535,15622,9885,3186,2118,4960,28089,13.2
1600000US4752006,4752006,"Nashville-Davidson metropolitan government (balance), Tennessee",531811,376721,360509,146681,60668,87160,25909,40091,360509,710,21733,25234,8880,41237,16912,12253,23761,49817,83532,45093,16062,15285,32184,31842,15.1
1600000US4801000,4801000,"Abilene city, Texas",102154,55656,53531,16510,12623,12947,6044,5407,53531,735,5267,2167,964,6284,2907,791,3306,3123,14055,5568,3712,4652,6592,21253,19.6
1600000US4801924,4801924,"Allen city, Texas",76875,52539,50454,27421,5803,12953,1168,3109,50454,74,3266,4502,1197,6326,1489,1746,6583,8235,8447,4142,2711,1736,1921,40137,3.7
1600000US4803000,4803000,"Amarillo city, Texas",150041,99146,95477,27680,18992,22912,10766,15127,95477,1134,7838,10953,2244,11676,5694,1002,5820,7627,21362,9760,5762,4605,9642,27659,16.4
1600000US4804000,4804000,"Arlington city, Texas",304182,207391,197694,63060,36353,50237,18163,29881,197694,1152,14807,21815,4922,22316,14954,2865,14363,18929,41541,20730,12103,7197,15487,26136,15.9
1600000US4804462,4804462,"Atascocita CDP, Texas",N,N,35356,18469,4130,7263,2121,3373,35356,1209,2610,3349,382,2458,2641,821,2571,5337,8538,1614,2491,1335,906,37424,4.2
1600000US4805000,4805000,"Austin city, Texas",762884,568062,548311,266033,83147,120139,45290,33702,548311,2683,42818,40325,12565,60380,16521,18153,38057,98753,106209,57158,27626,27063,27459,39103,13.5
1600000US4806128,4806128,"Baytown city, Texas",57613,38236,35279,9166,5691,6447,7838,6137,35279,593,7616,4474,485,3528,2516,226,1885,3904,5681,3330,678,363,4813,24042,11.6
1600000US4807000,4807000,"Beaumont city, Texas",91579,53516,51728,14923,11724,11044,6362,7675,51728,635,5926,4405,708,6614,3747,459,1537,4669,12488,4932,3154,2454,6219,25965,18.7
1600000US4810768,4810768,"Brownsville city, Texas",134225,71435,65193,17793,18834,16176,5581,6809,65193,587,4233,4819,1112,8593,3224,414,1782,6008,20924,7587,3805,2105,14581,15217,28.6
1600000US4810912,4810912,"Bryan city, Texas",65073,42255,39785,12323,8253,8536,6202,4471,39785,667,6185,3289,792,3360,1491,211,1833,3810,8547,5081,2562,1957,3544,23450,24.7
1600000US4813024,4813024,"Carrollton city, Texas",106339,77292,73893,29792,10673,17461,6674,9293,73893,590,4735,7925,2961,8926,4261,1363,6442,10473,13795,5783,4948,1691,2740,33565,10
1600000US4813552,4813552,"Cedar Park city, Texas",N,N,33676,17634,3174,9704,1447,1717,33676,723,1233,2974,843,4391,679,1413,2415,6614,7869,2040,1060,1422,432,36444,2.5
1600000US4815976,4815976,"College Station city, Texas",95450,56908,53666,27004,9443,11739,2237,3243,53666,740,1569,1834,1454,4940,1170,889,2485,4817,22479,6117,2172,3000,1705,25689,31.1
1600000US4816432,4816432,"Conroe city, Texas",63473,41721,39841,10300,10345,9490,4612,5094,39841,742,3946,2739,1559,6368,1255,495,1946,5282,7107,5535,1928,939,2991,32107,14.6
1600000US4817000,4817000,"Corpus Christi city, Texas",254348,159481,151441,46977,32877,38606,18241,14740,151441,3179,14206,8073,3441,16757,7788,2525,7307,15926,35752,19048,8170,9269,17893,26481,14.1
1600000US4819000,4819000,"Dallas city, Texas",1018166,700722,667913,224559,121676,159689,80920,81069,667913,5168,71278,53172,15873,79305,36521,15608,61021,98438,119493,65371,34242,12423,68737,30739,19.4
1600000US4819972,4819972,"Denton city, Texas",109190,74954,70611,27690,14624,17721,4411,6165,70611,304,3313,5342,1723,7719,2327,2682,3915,6925,21049,9818,4006,1488,5413,25915,18.7
1600000US4822660,4822660,"Edinburg city, Texas",59089,40445,37467,15733,6176,10730,2870,1958,37467,1394,1781,1105,835,4801,814,192,2268,2466,15310,2493,1212,2796,6993,18185,27.6
