GEO.display-label,HC01_VC40,HC03_VC40,HC01_VC41,HC03_VC41,HC01_VC42,HC03_VC42,HC01_VC43,HC03_VC43,HC01_VC44,HC03_VC44,HC01_VC45,HC03_VC45,HC01_VC49,HC03_VC49,HC01_VC50,HC03_VC50,HC01_VC51,HC03_VC51,HC01_VC52,HC03_VC52,HC01_VC53,HC03_VC53,HC01_VC54,HC03_VC54,HC01_VC55,HC03_VC55,HC01_VC56,HC03_VC56,HC01_VC57,HC03_VC57,HC01_VC58,HC03_VC58,HC01_VC59,HC03_VC59,HC01_VC60,HC03_VC60,HC01_VC61,HC03_VC61,HC01_VC62,HC03_VC62,HC01_VC66,HC03_VC66,HC01_VC67,HC03_VC67,HC01_VC68,HC03_VC68,HC01_VC69,HC03_VC69,HC01_VC70,HC03_VC70,HC01_VC101,HC03_VC101,HC01_VC118,HC01_VC130,HC03_VC130,HC01_VC134,HC03_VC134,HC03_VC161,HC03_VC167,HC03_VC171
"Duluth city, Minnesota",45368,45368,17809,39.3,10772,23.7,9826,21.7,3088,6.8,3873,8.5,45368,45368,393,0.9,2152,4.7,2375,5.2,855,1.9,5034,11.1,2433,5.4,592,1.3,2081,4.6,3598,7.9,15804,34.8,6590,14.5,2021,4.5,1440,3.2,45368,45368,38257,84.3,5466,12,1645,3.6,0,0,4420,12.6,28070,84897,84897,2802,3.3,9.5,33.8,18.7
"Eagan city, Minnesota",39399,39399,19579,49.7,4272,10.8,10105,25.6,1874,4.8,3569,9.1,39399,39399,0,0,1047,2.7,3686,9.4,1532,3.9,5235,13.3,2083,5.3,1039,2.6,4368,11.1,6346,16.1,8793,22.3,2675,6.8,1599,4.1,996,2.5,39399,39399,34528,87.6,3651,9.3,1220,3.1,0,0,1544,5.7,42225,66152,66152,2165,3.3,3.5,9.9,6
"Maple Grove city, Minnesota",39248,39248,20740,52.8,4820,12.3,9366,23.9,1833,4.7,2489,6.3,39248,39248,129,0.3,1725,4.4,6577,16.8,1308,3.3,3133,8,1059,2.7,401,1,4868,12.4,6144,15.7,8418,21.4,2385,6.1,1876,4.8,1225,3.1,39248,39248,34000,86.6,3783,9.6,1465,3.7,0,0,662,2.6,46986,69558,69558,830,1.2,1.5,11.4,2
"Minneapolis city, Minnesota",236140,236140,114573,48.5,45392,19.2,45175,19.1,10084,4.3,20916,8.9,236140,236140,1150,0.5,8145,3.4,20481,8.7,4927,2.1,24013,10.2,9132,3.9,5552,2.4,19511,8.3,34598,14.7,61063,25.9,31265,13.2,10867,4.6,5436,2.3,236140,236140,193999,82.2,29740,12.6,12234,5.2,167,0.1,27528,16,34527,409902,409902,23954,5.8,12.4,37.3,20.4
"Plymouth city, Minnesota",42787,42787,25369,59.3,4531,10.6,10341,24.2,736,1.7,1810,4.2,42787,42787,0,0,1857,4.3,6180,14.4,853,2,5362,12.5,1122,2.6,948,2.2,5228,12.2,5568,13,10109,23.6,3046,7.1,1476,3.4,1038,2.4,42787,42787,37029,86.5,3787,8.9,1971,4.6,0,0,673,2.2,50337,76681,76681,2609,3.4,1.2,15,3.8
"Rochester city, Minnesota",60229,60229,31038,51.5,9847,16.3,9998,16.6,3934,6.5,5412,9,60229,60229,232,0.4,2512,4.2,4679,7.8,1067,1.8,6239,10.4,1357,2.3,806,1.3,2079,3.5,4214,7,28171,46.8,5515,9.2,2165,3.6,1193,2,60229,60229,52496,87.2,5511,9.2,2222,3.7,0,0,3851,8.3,35180,112464,112464,6331,5.6,7.1,30.6,11.2
"St. Cloud city, Minnesota",35778,35778,10535,29.4,8225,23,9253,25.9,1630,4.6,6135,17.1,35778,35778,239,0.7,830,2.3,4119,11.5,678,1.9,6376,17.8,1162,3.2,446,1.2,2687,7.5,2571,7.2,10304,28.8,3710,10.4,1723,4.8,933,2.6,35778,35778,30364,84.9,4258,11.9,1156,3.2,0,0,3622,13.7,23927,65476,65476,2556,3.9,10.3,34,21.6
"St. Paul city, Minnesota",152806,152806,64521,42.2,27923,18.3,33934,22.2,7073,4.6,19355,12.7,152806,152806,297,0.2,4744,3.1,16793,11,3439,2.3,14658,9.6,7089,4.6,3607,2.4,11751,7.7,20284,13.3,42188,27.6,13873,9.1,7636,5,6447,4.2,152806,152806,125502,82.1,20428,13.4,6801,4.5,75,0,20556,18.2,29123,300129,300129,18415,6.1,13.1,28.5,19.2
"Woodbury city, Minnesota",36615,36615,19093,52.1,4750,13,9324,25.5,1137,3.1,2311,6.3,36615,36615,49,0.1,1214,3.3,5422,14.8,1343,3.7,4310,11.8,1962,5.4,1341,3.7,3650,10,4271,11.7,7741,21.1,2632,7.2,926,2.5,1754,4.8,36615,36615,31233,85.3,4385,12,997,2.7,0,0,426,1.8,41475,68526,68526,1529,2.2,1.5,8.1,2.3
"Gulfport city, Mississippi",32154,32154,8522,26.5,8398,26.1,7454,23.2,4717,14.7,3063,9.5,32154,32154,47,0.1,2955,9.2,1833,5.7,375,1.2,3452,10.7,1437,4.5,336,1,1971,6.1,2334,7.3,7282,22.6,6725,20.9,1351,4.2,2056,6.4,32154,32154,24133,75.1,5860,18.2,2142,6.7,19,0.1,4440,16,22646,70095,70095,12406,17.7,16,43.2,19.2
"Jackson city, Mississippi",74054,74054,23397,31.6,18408,24.9,17005,23,4974,6.7,10270,13.9,74054,74054,443,0.6,2845,3.8,6501,8.8,1186,1.6,6905,9.3,3883,5.2,1036,1.4,4207,5.7,7070,9.5,20740,28,9274,12.5,4500,6.1,5464,7.4,74054,74054,54019,72.9,16316,22,3719,5,0,0,13107,20.2,22913,167604,167604,23246,13.9,16.8,28.9,22
"Columbia city, Missouri",61404,61404,30606,49.8,10680,17.4,12609,20.5,3788,6.2,3721,6.1,61404,61404,424,0.7,2034,3.3,3984,6.5,1434,2.3,5410,8.8,1433,2.3,1039,1.7,4448,7.2,5611,9.1,21614,35.2,7719,12.6,3626,5.9,2628,4.3,61404,61404,47996,78.2,10690,17.4,2371,3.9,347,0.6,3841,8,29685,119294,119294,6716,5.6,12.2,31.4,19.7
"Independence city, Missouri",56048,56048,16003,28.6,10038,17.9,15287,27.3,6250,11.2,8470,15.1,56048,56048,557,1,4357,7.8,5836,10.4,1543,2.8,6355,11.3,4549,8.1,1235,2.2,3485,6.2,5005,8.9,12782,22.8,5355,9.6,2984,5.3,2005,3.6,56048,56048,47213,84.2,6366,11.4,2469,4.4,0,0,5589,11.6,27205,115965,115965,10097,8.7,12.6,32.9,15.6
"Kansas City city, Missouri",249734,249734,97517,39,46469,18.6,58427,23.4,15808,6.3,31513,12.6,249734,249734,1064,0.4,11764,4.7,22324,8.9,6276,2.5,26037,10.4,15993,6.4,6182,2.5,17649,7.1,34550,13.8,56998,22.8,28085,11.2,9498,3.8,13314,5.3,249734,249734,206083,82.5,29150,11.7,13791,5.5,710,0.3,26791,13.5,29524,476585,476585,53292,11.2,12,29.1,16.4
"Lee's Summit city, Missouri",48866,48866,24567,50.3,4964,10.2,12626,25.8,2568,5.3,4141,8.5,48866,48866,103,0.2,2128,4.4,3575,7.3,1756,3.6,4545,9.3,2397,4.9,1387,2.8,5257,10.8,8145,16.7,11983,24.5,3404,7,2178,4.5,2008,4.1,48866,48866,40141,82.1,6053,12.4,2535,5.2,137,0.3,1546,4.4,37955,95013,95013,3611,3.8,5.8,26.5,7.1
"O'Fallon city, Missouri",47756,47756,21370,44.7,7107,14.9,12141,25.4,3167,6.6,3971,8.3,47756,47756,129,0.3,2476,5.2,6564,13.7,1264,2.6,5375,11.3,2143,4.5,1039,2.2,5238,11,5111,10.7,11295,23.7,3691,7.7,1941,4.1,1490,3.1,47756,47756,39708,83.1,6620,13.9,1304,2.7,124,0.3,1744,5.7,35977,85747,85747,1829,2.1,2,6.2,3.3
"St. Charles city, Missouri",39041,39041,14894,38.1,9352,24,9704,24.9,1669,4.3,3422,8.8,39041,39041,95,0.2,1421,3.6,4654,11.9,1082,2.8,4484,11.5,1888,4.8,892,2.3,3823,9.8,4603,11.8,7546,19.3,6183,15.8,1470,3.8,900,2.3,39041,39041,35208,90.2,2332,6,1423,3.6,78,0.2,1993,7.1,33054,68245,68245,4173,6.1,9.5,24.4,10.2
"St. Joseph city, Missouri",35027,35027,10590,30.2,7300,20.8,6705,19.1,2274,6.5,8158,23.3,35027,35027,125,0.4,1920,5.5,6731,19.2,406,1.2,3174,9.1,1802,5.1,612,1.7,1632,4.7,1978,5.6,9900,28.3,3603,10.3,1383,3.9,1761,5,35027,35027,28559,81.5,5503,15.7,965,2.8,0,0,5059,17.2,24956,73496,73496,6322,8.6,14.2,39.2,20.4
"St. Louis city, Missouri",155937,155937,61817,39.6,36915,23.7,33190,21.3,8105,5.2,15910,10.2,155937,155937,469,0.3,5130,3.3,13451,8.6,2319,1.5,13997,9,8265,5.3,3608,2.3,10939,7,17589,11.3,45094,28.9,20032,12.8,7520,4.8,7524,4.8,155937,155937,131768,84.5,17733,11.4,5997,3.8,439,0.3,27939,20.1,28794,306677,306677,32727,10.7,19.4,38.3,23.8
"Springfield city, Missouri",81593,81593,23561,28.9,17925,22,23564,28.9,7013,8.6,9530,11.7,81593,81593,213,0.3,5186,6.4,5941,7.3,3460,4.2,10719,13.1,4008,4.9,1608,2,4774,5.9,9083,11.1,19418,23.8,10991,13.5,4161,5.1,2031,2.5,81593,81593,68903,84.4,7234,8.9,5328,6.5,128,0.2,10269,13.9,20609,163966,163966,22137,13.5,15.9,37.5,24.6
"Billings city, Montana",56150,56150,18514,33,11333,20.2,12421,22.1,6959,12.4,6923,12.3,56150,56150,1357,2.4,4677,8.3,3057,5.4,1902,3.4,6641,11.8,3960,7.1,289,0.5,3348,6,4301,7.7,13732,24.5,7270,12.9,3989,7.1,1627,2.9,56150,56150,47071,83.8,5131,9.1,3854,6.9,94,0.2,3697,8,31506,108387,108387,7638,7,5.8,12.4,8.6
"Missoula city, Montana",43062,43062,16658,38.7,11085,25.7,9082,21.1,2585,6,3652,8.5,43062,43062,789,1.8,2866,6.7,1248,2.9,1821,4.2,5087,11.8,1863,4.3,1382,3.2,1804,4.2,3767,8.7,12880,29.9,6702,15.6,1431,3.3,1422,3.3,43062,43062,33955,78.9,6830,15.9,2277,5.3,0,0,5466,18,28589,71789,71789,6079,8.5,8.4,21.1,19.3
"Lincoln city, Nebraska",155439,155439,59955,38.6,28768,18.5,40645,26.1,10112,6.5,15959,10.3,155439,155439,733,0.5,8601,5.5,12290,7.9,3510,2.3,18670,12,6484,4.2,3017,1.9,12648,8.1,16128,10.4,40381,26,16163,10.4,7299,4.7,9515,6.1,155439,155439,121151,77.9,27638,17.8,6242,4,408,0.3,11243,10,29370,275922,275922,23145,8.4,7.3,27.1,13.7
"Omaha city, Nebraska",227368,227368,87502,38.5,38236,16.8,57721,25.4,17119,7.5,26790,11.8,227368,227368,1264,0.6,16285,7.2,20547,9,5816,2.6,28503,12.5,14682,6.5,4888,2.1,20052,8.8,27913,12.3,52972,23.3,19855,8.7,9640,4.2,4951,2.2,227368,227368,195478,86,22700,10,8939,3.9,251,0.1,21159,12,30163,440733,440733,50471,11.5,9.6,22.7,14.4
"Enterprise CDP, Nevada",73551,73551,24933,33.9,21822,29.7,18938,25.7,2827,3.8,5031,6.8,73551,73551,68,0.1,2617,3.6,1631,2.2,1328,1.8,5991,8.1,4005,5.4,1904,2.6,4650,6.3,8459,11.5,10632,14.5,26719,36.3,3909,5.3,1638,2.2,73551,73551,62035,84.3,5793,7.9,5578,7.6,145,0.2,2218,4.7,30113,139423,139423,13985,10,5.6,12.3,7.8
"Henderson city, Nevada",129658,129658,50348,38.8,26488,20.4,33054,25.5,9654,7.4,10114,7.8,129658,129658,378,0.3,7029,5.4,3524,2.7,2860,2.2,17912,13.8,6416,4.9,1857,1.4,8102,6.2,15349,11.8,27479,21.2,26045,20.1,7026,5.4,5681,4.4,129658,129658,104742,80.8,17507,13.5,7409,5.7,0,0,8076,7.3,35030,291422,291422,17677,6.1,5.6,20.9,8.5
"Las Vegas city, Nevada",286883,286883,82668,28.8,80120,27.9,72210,25.2,25076,8.7,26809,9.3,286883,286883,901,0.3,20643,7.2,10406,3.6,6003,2.1,34141,11.9,12771,4.5,4860,1.7,16036,5.6,32535,11.3,47381,16.5,76597,26.7,14402,5,10207,3.6,286883,286883,240566,83.9,30781,10.7,15292,5.3,244,0.1,34566,15.4,26830,624993,624993,79697,12.8,12.5,30.9,15.6
"North Las Vegas city, Nevada",107434,107434,26633,24.8,28903,26.9,26221,24.4,11756,10.9,13921,13,107434,107434,71,0.1,8583,8,3664,3.4,2053,1.9,13000,12.1,7023,6.5,2381,2.2,5003,4.7,10350,9.6,15498,14.4,28496,26.5,6484,6,4828,4.5,107434,107434,88552,82.4,13200,12.3,5638,5.2,44,0,12848,17.9,22138,235107,235107,34787,14.8,11,23.7,14.2
"Paradise CDP, Nevada",122946,122946,29105,23.7,41603,33.8,32663,26.6,7570,6.2,12005,9.8,122946,122946,38,0,6001,4.9,3881,3.2,1245,1,14659,11.9,7459,6.1,2788,2.3,7613,6.2,14101,11.5,14976,12.2,41669,33.9,6060,4.9,2456,2,122946,122946,107221,87.2,9423,7.7,6259,5.1,43,0,16429,18.2,24869,241448,241448,36681,15.2,16,30.5,20.9
"Reno city, Nevada",126035,126035,41066,32.6,29755,23.6,31740,25.2,9625,7.6,13849,11,126035,126035,1303,1,7857,6.2,8965,7.1,4272,3.4,15320,12.2,8309,6.6,1976,1.6,6635,5.3,15304,12.1,21970,17.4,24135,19.1,5183,4.1,4806,3.8,126035,126035,105863,84,14274,11.3,5589,4.4,309,0.2,13420,13.9,29693,243068,243068,24063,9.9,9.9,30.1,15.1
"Sparks city, Nevada",48219,48219,13725,28.5,10627,22,11247,23.3,5552,11.5,7068,14.7,48219,48219,420,0.9,4292,8.9,3627,7.5,1727,3.6,6209,12.9,3283,6.8,604,1.3,1875,3.9,4636,9.6,7953,16.5,8257,17.1,3282,6.8,2054,4.3,48219,48219,41078,85.2,5390,11.2,1706,3.5,45,0.1,4323,11.6,28353,98082,98082,10918,11.1,9.3,31.2,9.7
"Spring Valley CDP, Nevada",111047,111047,26744,24.1,35559,32,31947,28.8,7433,6.7,9364,8.4,111047,111047,54,0,5344,4.8,3809,3.4,1019,0.9,14246,12.8,7718,7,1587,1.4,6392,5.8,11096,10,13497,12.2,39887,35.9,4110,3.7,2288,2.1,111047,111047,98678,88.9,6246,5.6,6047,5.4,76,0.1,6100,8.1,27878,205491,205491,24686,12,10,19.9,12.8
"Sunrise Manor CDP, Nevada",85569,85569,11225,13.1,28795,33.7,22218,26,10982,12.8,12349,14.4,85569,85569,105,0.1,8639,10.1,2796,3.3,1250,1.5,12100,14.1,3995,4.7,704,0.8,4172,4.9,9683,11.3,9014,10.5,25474,29.8,5831,6.8,1806,2.1,85569,85569,76463,89.4,6255,7.3,2800,3.3,51,0.1,16837,27.7,17460,193167,193167,36080,18.7,16.6,31.3,20.3
"Manchester city, New Hampshire",60104,60104,20075,33.4,10458,17.4,15988,26.6,3643,6.1,9940,16.5,60104,60104,108,0.2,2800,4.7,7802,13,1978,3.3,9013,15,3516,5.8,1584,2.6,3304,5.5,6549,10.9,12216,20.3,6292,10.5,2706,4.5,2236,3.7,60104,60104,52311,87,5797,9.6,1996,3.3,0,0,5925,12.8,28722,108599,108599,9742,9,10.1,26.6,14.1
"Nashua city, New Hampshire",47172,47172,18020,38.2,8316,17.6,10940,23.2,4199,8.9,5697,12.1,47172,47172,110,0.2,3738,7.9,7051,14.9,1035,2.2,5538,11.7,2043,4.3,740,1.6,2836,6,5818,12.3,10983,23.3,4019,8.5,1605,3.4,1656,3.5,47172,47172,40022,84.8,5044,10.7,2106,4.5,0,0,3686,10.3,34291,87007,87007,5786,6.7,5.5,20.3,9.1
"Bayonne city, New Jersey",29609,29609,11806,39.9,5404,18.3,7278,24.6,1732,5.8,3389,11.4,29609,29609,0,0,1482,5,1238,4.2,702,2.4,3434,11.6,2742,9.3,532,1.8,2850,9.6,4116,13.9,6753,22.8,2590,8.7,1500,5.1,1670,5.6,29609,29609,24357,82.3,4162,14.1,1090,3.7,0,0,3951,15.7,32452,66224,66224,7307,11,13.9,23,18.5
"Camden city, New Jersey",N,N,N,N,N,N,N,N,N,N,N,N,25209,25209,0,0,1240,4.9,2634,10.4,1071,4.2,4537,18,1904,7.6,138,0.5,1345,5.3,1411,5.6,5652,22.4,3085,12.2,1302,5.2,890,3.5,25209,25209,21646,85.9,2491,9.9,1072,4.3,0,0,9347,38.1,14696,72330,72330,8574,11.9,27.3,35.9,30.5
"Clifton city, New Jersey",44826,44826,16245,36.2,7447,16.6,11606,25.9,3512,7.8,6016,13.4,44826,44826,0,0,2498,5.6,4271,9.5,1644,3.7,5254,11.7,2944,6.6,1473,3.3,3537,7.9,5368,12,10488,23.4,4571,10.2,1545,3.4,1233,2.8,44826,44826,37496,83.6,5427,12.1,1903,4.2,0,0,3877,13.4,32227,85338,85338,10304,12.1,7.5,13,8.6
"East Orange city, New Jersey",27784,27784,7532,27.1,6819,24.5,7580,27.3,1052,3.8,4801,17.3,27784,27784,0,0,572,2.1,1170,4.2,328,1.2,4413,15.9,3998,14.4,398,1.4,2029,7.3,2334,8.4,8329,30,1749,6.3,1487,5.4,977,3.5,27784,27784,22809,82.1,4554,16.4,400,1.4,21,0.1,5952,26.2,20957,63982,63982,6678,10.4,14.2,21.3,15.7
"Elizabeth city, New Jersey",63057,63057,10906,17.3,12520,19.9,14811,23.5,7284,11.6,17536,27.8,63057,63057,0,0,4775,7.6,6563,10.4,2518,4,8997,14.3,10516,16.7,481,0.8,1667,2.6,7027,11.1,9859,15.6,4363,6.9,3805,6,2486,3.9,63057,63057,54777,86.9,5737,9.1,2543,4,0,0,8313,20.3,18797,126845,126845,26370,20.8,16.1,28.5,20.4
"Jersey City city, New Jersey",136778,136778,62582,45.8,21599,15.8,29054,21.2,5601,4.1,17942,13.1,136778,136778,243,0.2,4546,3.3,8515,6.2,3600,2.6,15375,11.2,12265,9,6123,4.5,17699,12.9,23286,17,25926,19,11848,8.7,4100,3,3252,2.4,136778,136778,119110,87.1,13299,9.7,4280,3.1,89,0.1,16835,16.9,37995,262914,262914,30847,11.7,14.2,27.4,17.2
"Newark city, New Jersey",114808,114808,23906,20.8,33104,28.8,25699,22.4,10084,8.8,22015,19.2,114808,114808,18,0,7609,6.6,7640,6.7,2828,2.5,12690,11.1,14488,12.6,2292,2,6667,5.8,12147,10.6,27211,23.7,10040,8.7,6579,5.7,4599,4,114808,114808,93992,81.9,14856,12.9,5544,4.8,416,0.4,26902,27,18553,273556,273556,52253,19.1,24.1,39.4,28.2
"Passaic city, New Jersey",30336,30336,7365,24.3,6170,20.3,5851,19.3,2966,9.8,7984,26.3,30336,30336,0,0,2431,8,6237,20.6,650,2.1,2530,8.3,1489,4.9,522,1.7,1588,5.2,3483,11.5,5999,19.8,2892,9.5,1791,5.9,724,2.4,30336,30336,24134,79.6,3287,10.8,2766,9.1,149,0.5,7032,36.5,17186,70524,70524,16001,22.7,30.9,49.9,31.6
"Paterson city, New Jersey",63596,63596,9162,14.4,14642,23,14465,22.7,5768,9.1,19559,30.8,63596,63596,182,0.3,4450,7,9911,15.6,2278,3.6,7901,12.4,6623,10.4,957,1.5,2018,3.2,5513,8.7,14050,22.1,4845,7.6,3718,5.8,1150,1.8,63596,63596,56538,88.9,4143,6.5,2915,4.6,0,0,18932,40.7,18637,145716,145716,24201,16.6,26.7,41.7,28.5
"Toms River CDP, New Jersey",44072,44072,14806,33.6,8853,20.1,12813,29.1,3888,8.8,3712,8.4,44072,44072,139,0.3,3876,8.8,2539,5.8,1867,4.2,6225,14.1,1972,4.5,1327,3,1682,3.8,3992,9.1,11962,27.1,3494,7.9,2183,5,2814,6.4,44072,44072,34007,77.2,7457,16.9,2581,5.9,27,0.1,1767,5.3,33619,86691,86691,4800,5.5,4.1,15.5,6.1
"Trenton city, New Jersey",30988,30988,7799,25.2,8107,26.2,5401,17.4,4671,15.1,5010,16.2,30988,30988,235,0.8,3974,12.8,1961,6.3,275,0.9,3086,10,2401,7.7,45,0.1,984,3.2,5170,16.7,6412,20.7,2710,8.7,978,3.2,2757,8.9,30988,30988,25464,82.2,4738,15.3,739,2.4,47,0.2,8272,30.8,18748,81509,81509,13337,16.4,24,33.6,27.8
"Union City city, New Jersey",37521,37521,7999,21.3,8543,22.8,7921,21.1,3219,8.6,9839,26.2,37521,37521,0,0,2330,6.2,3805,10.1,2264,6,4991,13.3,3962,10.6,649,1.7,1970,5.3,4351,11.6,7143,19,3539,9.4,1886,5,631,1.7,37521,37521,31743,84.6,3869,10.3,1909,5.1,0,0,5803,23.5,22277,68862,68862,14034,20.4,14,25.1,17.3
"Albuquerque city, New Mexico",268505,268505,109564,40.8,55624,20.7,66624,24.8,18170,6.8,18523,6.9,268505,268505,2219,0.8,13193,4.9,11868,4.4,4051,1.5,31320,11.7,6607,2.5,5924,2.2,15457,5.8,42694,15.9,73807,27.5,31206,11.6,12663,4.7,17496,6.5,268505,268505,200701,74.7,54544,20.3,13082,4.9,178,0.1,35070,15.9,28560,555304,555304,39208,7.1,13.6,31,17.1
"Las Cruces city, New Mexico",43938,43938,15608,35.5,11392,25.9,11309,25.7,3154,7.2,2475,5.6,43938,43938,32,0.1,2556,5.8,754,1.7,571,1.3,4282,9.7,948,2.2,1351,3.1,2152,4.9,5366,12.2,14286,32.5,5857,13.3,2857,6.5,2926,6.7,43938,43938,30624,69.7,10977,25,2337,5.3,0,0,8629,22,20986,99682,99682,6605,6.6,19.6,35.8,25.9
"Rio Rancho city, New Mexico",43646,43646,17035,39,7522,17.2,12915,29.6,3575,8.2,2599,6,43646,43646,141,0.3,2494,5.7,1623,3.7,2025,4.6,7342,16.8,1322,3,687,1.6,3289,7.5,3992,9.1,10511,24.1,3668,8.4,2617,6,3935,9,43646,43646,32431,74.3,8620,19.7,2469,5.7,126,0.3,3605,10.4,28778,95267,95267,4063,4.3,10,24.2,13.6
"Santa Fe city, New Mexico",41235,41235,17373,42.1,8380,20.3,9549,23.2,2641,6.4,3292,8,41235,41235,269,0.7,2296,5.6,1428,3.5,218,0.5,5404,13.1,934,2.3,844,2,2638,6.4,5132,12.4,8177,19.8,6535,15.8,3277,7.9,4083,9.9,41235,41235,28316,68.7,8198,19.9,4695,11.4,26,0.1,3178,9.1,35427,83514,83514,9487,11.4,9.6,17.9,14.3
"Albany city, New York",48511,48511,20351,42,13817,28.5,9408,19.4,1834,3.8,3101,6.4,48511,48511,0,0,1556,3.2,1526,3.1,548,1.1,4066,8.4,965,2,1017,2.1,2111,4.4,4522,9.3,17465,36,5968,12.3,2744,5.7,6023,12.4,48511,48511,33256,68.6,13810,28.5,1445,3,0,0,9494,23.1,25969,96544,96544,3437,3.6,17.7,32.5,23.9
"Brentwood CDP, New York",32878,32878,5966,18.1,8506,25.9,7800,23.7,2487,7.6,8119,24.7,32878,32878,373,1.1,1786,5.4,5605,17,1627,4.9,4535,13.8,2313,7,519,1.6,1460,4.4,3105,9.4,6590,20,2543,7.7,1507,4.6,915,2.8,32878,32878,28569,86.9,2578,7.8,1731,5.3,0,0,2239,16.7,20897,61408,61408,7253,11.8,15.2,32.1,16
"Buffalo city, New York",106998,106998,35087,32.8,25538,23.9,27839,26,4653,4.3,13881,13,106998,106998,393,0.4,3151,2.9,8470,7.9,3032,2.8,11402,10.7,5340,5,1772,1.7,8006,7.5,11189,10.5,31626,29.6,12792,12,4333,4,5492,5.1,106998,106998,85368,79.8,18165,17,3334,3.1,131,0.1,35849,33.8,22300,254511,254511,11634,4.6,25.1,35.8,30.5
"Cheektowaga CDP, New York",38600,38600,11509,29.8,6383,16.5,11946,30.9,2317,6,6445,16.7,38600,38600,84,0.2,2071,5.4,4543,11.8,868,2.2,6076,15.7,2655,6.9,405,1,3334,8.6,3361,8.7,9216,23.9,3395,8.8,1492,3.9,1100,2.8,38600,38600,32863,85.1,4171,10.8,1411,3.7,155,0.4,3866,11.8,26756,72710,72710,3702,5.1,7.5,18.6,10.4
"Mount Vernon city, New York",33240,33240,10821,32.6,8816,26.5,8173,24.6,2766,8.3,2664,8,33240,33240,0,0,2434,7.3,522,1.6,1008,3,3849,11.6,1995,6,631,1.9,1888,5.7,3380,10.2,12963,39,1389,4.2,1765,5.3,1416,4.3,33240,33240,24756,74.5,6142,18.5,2342,7,0,0,4967,20.1,30377,67561,67561,4334,6.4,12.5,15.5,16.9
"New Rochelle city, New York",38750,38750,17023,43.9,8221,21.2,7511,19.4,4263,11,1732,4.5,38750,38750,133,0.3,4029,10.4,1878,4.8,1008,2.6,3326,8.6,845,2.2,1167,3,2347,6.1,5119,13.2,11073,28.6,4858,12.5,1687,4.4,1280,3.3,38750,38750,31189,80.5,5125,13.2,2436,6.3,0,0,2759,9.6,40998,78289,78289,6346,8.1,8.4,23.6,12.5
"New York city, New York",4114375,4114375,1677372,40.8,940068,22.8,900633,21.9,250174,6.1,346128,8.4,4114375,4114375,4351,0.1,205886,5,137851,3.4,83812,2,396433,9.6,259294,6.3,155320,3.8,394550,9.6,552018,13.4,1080633,26.3,460862,11.2,226980,5.5,156385,3.8,4114375,4114375,3307758,80.4,539933,13.1,260787,6.3,5897,0.1,614522,19.7,35508,8474487,8474487,663731,7.8,15.5,27.6,18.9
"Rochester city, New York",92841,92841,32418,34.9,23043,24.8,23015,24.8,3817,4.1,10548,11.4,92841,92841,96,0.1,3296,3.6,8580,9.2,1431,1.5,11325,12.2,3871,4.2,1828,2,3543,3.8,9650,10.4,33727,36.3,9827,10.6,3820,4.1,1847,2,92841,92841,79536,85.7,9524,10.3,3755,4,26,0,28790,34,21013,205683,205683,12331,6,27.9,43.6,32.3
"Schenectady city, New York",29019,29019,9034,31.1,6474,22.3,7866,27.1,1569,5.4,4076,14,29019,29019,0,0,959,3.3,1480,5.1,237,0.8,6143,21.2,1644,5.7,587,2,1066,3.7,2462,8.5,8943,30.8,2255,7.8,1368,4.7,1875,6.5,29019,29019,22985,79.2,5118,17.6,885,3,31,0.1,5443,26.7,22096,64047,64047,2516,3.9,12.7,37.7,17.2
"Syracuse city, New York",60234,60234,23254,38.6,13391,22.2,14240,23.6,3017,5,6332,10.5,60234,60234,123,0.2,2123,3.5,3795,6.3,1012,1.7,7407,12.3,2610,4.3,1486,2.5,3130,5.2,5895,9.8,19935,33.1,7634,12.7,2953,4.9,2131,3.5,60234,60234,49573,82.3,7879,13.1,2737,4.5,45,0.1,17401,30.9,22202,140942,140942,8018,5.7,26.4,49.2,32.1
"Yonkers city, New York",95347,95347,32924,34.5,21358,22.4,24819,26,6503,6.8,9743,10.2,95347,95347,118,0.1,5791,6.1,4215,4.4,1963,2.1,11992,12.6,5269,5.5,2079,2.2,6800,7.1,8651,9.1,28780,30.2,9839,10.3,5704,6,4146,4.3,95347,95347,76673,80.4,14655,15.4,4016,4.2,3,0,11188,15.5,32080,199743,199743,17614,8.8,11.2,21.5,15.5
"Asheville city, North Carolina",45704,45704,18135,39.7,10428,22.8,9631,21.1,2726,6,4784,10.5,45704,45704,279,0.6,1714,3.8,3563,7.8,535,1.2,5640,12.3,903,2,491,1.1,1892,4.1,5386,11.8,12842,28.1,9056,19.8,2516,5.5,887,1.9,45704,45704,36688,80.3,4419,9.7,4597,10.1,0,0,3967,10.6,28146,87511,87511,9114,10.4,7.3,12.4,15.6
"Cary town, North Carolina",83848,83848,52170,62.2,8275,9.9,16925,20.2,3006,3.6,3472,4.1,83848,83848,559,0.7,3069,3.7,9027,10.8,2129,2.5,6100,7.3,2457,2.9,3020,3.6,7113,8.5,20829,24.8,16972,20.2,4852,5.8,4605,5.5,3116,3.7,83848,83848,69021,82.3,10784,12.9,4015,4.8,28,0,2690,4.5,46035,163718,163718,12106,7.4,3,6.7,4.4
