GEO.display-label,HC01_VC40,HC03_VC40,HC01_VC41,HC03_VC41,HC01_VC42,HC03_VC42,HC01_VC43,HC03_VC43,HC01_VC44,HC03_VC44,HC01_VC45,HC03_VC45,HC01_VC49,HC03_VC49,HC01_VC50,HC03_VC50,HC01_VC51,HC03_VC51,HC01_VC52,HC03_VC52,HC01_VC53,HC03_VC53,HC01_VC54,HC03_VC54,HC01_VC55,HC03_VC55,HC01_VC56,HC03_VC56,HC01_VC57,HC03_VC57,HC01_VC58,HC03_VC58,HC01_VC59,HC03_VC59,HC01_VC60,HC03_VC60,HC01_VC61,HC03_VC61,HC01_VC62,HC03_VC62,HC01_VC66,HC03_VC66,HC01_VC67,HC03_VC67,HC01_VC68,HC03_VC68,HC01_VC69,HC03_VC69,HC01_VC70,HC03_VC70,HC01_VC101,HC03_VC101,HC01_VC118,HC01_VC130,HC03_VC130,HC01_VC134,HC03_VC134,HC03_VC161,HC03_VC167,HC03_VC171
"Edmond city, Oklahoma",43911,43911,21559,49.1,6971,15.9,10118,23,2348,5.3,2915,6.6,43911,43911,1910,4.3,2026,4.6,2032,4.6,1213,2.8,4788,10.9,1327,3,1018,2.3,4244,9.7,4300,9.8,10616,24.2,4879,11.1,2920,6.6,2638,6,43911,43911,33440,76.2,6544,14.9,3861,8.8,66,0.2,1758,5.4,40550,90637,90637,7258,8,6.8,34,10.6
"Lawton city, Oklahoma",37858,37858,11390,30.1,8402,22.2,8921,23.6,2148,5.7,6997,18.5,37858,37858,347,0.9,1294,3.4,3605,9.5,335,0.9,5300,14,2418,6.4,308,0.8,1666,4.4,3068,8.1,8764,23.1,6104,16.1,2016,5.3,2633,7,37858,37858,25360,67,10784,28.5,1714,4.5,0,0,6198,18.5,24517,84311,84311,11745,13.9,13.2,27.1,17.5
"Norman city, Oklahoma",60838,60838,26422,43.4,11402,18.7,15663,25.7,3319,5.5,4032,6.6,60838,60838,851,1.4,3138,5.2,4009,6.6,858,1.4,6038,9.9,1433,2.4,1531,2.5,2162,3.6,6283,10.3,18712,30.8,8171,13.4,3955,6.5,3697,6.1,60838,60838,43619,71.7,14293,23.5,2814,4.6,112,0.2,4509,9.5,28562,120523,120523,11416,9.5,8.7,24.5,19.5
"Oklahoma City city, Oklahoma",306807,306807,111265,36.3,52240,17,78910,25.7,31963,10.4,32429,10.6,306807,306807,9077,3,25865,8.4,23113,7.5,8778,2.9,38884,12.7,12284,4,5020,1.6,18956,6.2,32929,10.7,59915,19.5,33325,10.9,16424,5.4,22237,7.2,306807,306807,245607,80.1,41707,13.6,18962,6.2,531,0.2,33035,13.7,28100,626999,626999,89759,14.3,11.9,35,16.8
"Tulsa city, Oklahoma",190335,190335,67412,35.4,33195,17.4,48166,25.3,18216,9.6,23346,12.3,190335,190335,3702,1.9,14461,7.6,20510,10.8,5970,3.1,22715,11.9,8425,4.4,4822,2.5,12366,6.5,20995,11,40338,21.2,21174,11.1,9472,5,5385,2.8,190335,190335,162726,85.5,16960,8.9,10410,5.5,239,0.1,26500,16,28072,400195,400195,66848,16.7,16,40,20.5
"Beaverton city, Oregon",52569,52569,22255,42.3,8611,16.4,14891,28.3,3810,7.2,3002,5.7,52569,52569,182,0.3,3290,6.3,5417,10.3,2117,4,6804,12.9,1767,3.4,1221,2.3,3828,7.3,7372,14,10149,19.3,5441,10.4,3229,6.1,1752,3.3,52569,52569,45488,86.5,4202,8,2694,5.1,185,0.4,5216,13,34414,97322,97322,7886,8.1,7.6,22.2,9.6
"Bend city, Oregon",47234,47234,16703,35.4,9669,20.5,12995,27.5,2652,5.6,5215,11,47234,47234,429,0.9,3059,6.5,2675,5.7,1315,2.8,8462,17.9,1762,3.7,2140,4.5,3351,7.1,4896,10.4,9178,19.4,6649,14.1,2408,5.1,910,1.9,47234,47234,39012,82.6,3906,8.3,4255,9,61,0.1,5518,14.9,30751,90954,90954,9146,10.1,6.4,14.8,10.4
"Eugene city, Oregon",81460,81460,32415,39.8,15436,18.9,21348,26.2,4005,4.9,8256,10.1,81460,81460,751,0.9,2645,3.2,6433,7.9,2086,2.6,12384,15.2,2663,3.3,1711,2.1,4807,5.9,9371,11.5,24774,30.4,8874,10.9,2685,3.3,2276,2.8,81460,81460,63915,78.5,12891,15.8,4599,5.6,55,0.1,14144,20.8,27363,165517,165517,10687,6.5,10.3,30.7,21.6
"Gresham city, Oregon",55082,55082,16839,30.6,11175,20.3,13298,24.1,5817,10.6,7953,14.4,55082,55082,1862,3.4,4290,7.8,5519,10,2034,3.7,6829,12.4,4501,8.2,1263,2.3,3507,6.4,5426,9.9,11853,21.5,4585,8.3,1709,3.1,1704,3.1,55082,55082,46116,83.7,6545,11.9,2244,4.1,177,0.3,7917,20,25891,110635,110635,7128,6.4,10.5,30.9,15.6
"Hillsboro city, Oregon",54896,54896,25071,45.7,9171,16.7,9678,17.6,5151,9.4,5825,10.6,54896,54896,1058,1.9,3904,7.1,13665,24.9,1212,2.2,4082,7.4,758,1.4,1191,2.2,2915,5.3,7960,14.5,8669,15.8,5287,9.6,2434,4.4,1761,3.2,54896,54896,49297,89.8,4613,8.4,986,1.8,0,0,3992,11,32296,104735,104735,3590,3.4,7,16.9,10.4
"Medford city, Oregon",38620,38620,11932,30.9,8014,20.8,9978,25.8,3519,9.1,5177,13.4,38620,38620,1121,2.9,1697,4.4,3695,9.6,1145,3,5928,15.3,1107,2.9,827,2.1,2174,5.6,3328,8.6,8399,21.7,5546,14.4,1673,4.3,1980,5.1,38620,38620,31268,81,4238,11,3114,8.1,0,0,7854,22.5,27739,80844,80844,7073,8.7,9.1,17.7,13.3
"Portland city, Oregon",352809,352809,177098,50.2,53315,15.1,73967,21,15998,4.5,32431,9.2,352809,352809,1906,0.5,13206,3.7,32062,9.1,11104,3.1,38053,10.8,16788,4.8,9323,2.6,21261,6,54579,15.5,86060,24.4,39290,11.1,16142,4.6,13035,3.7,352809,352809,289631,82.1,39650,11.2,22660,6.4,868,0.2,44365,16.8,37513,635145,635145,39106,6.2,9.3,23.8,14.7
"Salem city, Oregon",77656,77656,27357,35.2,14769,19,18344,23.6,7507,9.7,9679,12.5,77656,77656,3215,4.1,3701,4.8,5119,6.6,1607,2.1,8995,11.6,3526,4.5,950,1.2,5320,6.9,8521,11,18209,23.4,7553,9.7,3554,4.6,7386,9.5,77656,77656,58835,75.8,14708,18.9,4113,5.3,0,0,11456,19,25770,162004,162004,12386,7.6,8.7,19.4,14.9
"Allentown city, Pennsylvania",50444,50444,11143,22.1,12894,25.6,11524,22.8,3278,6.5,11605,23,50444,50444,385,0.8,2156,4.3,7870,15.6,3012,6,4671,9.3,4225,8.4,669,1.3,2121,4.2,6785,13.5,11776,23.3,4975,9.9,834,1.7,965,1.9,50444,50444,46045,91.3,2663,5.3,1736,3.4,0,0,13641,32.8,18507,117962,117962,10986,9.3,24.1,33.8,30.2
